"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon","genus","family","order","class","phylum","kingdom"
"146","ASV_0619","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"147","ASV_0622","Gadus chalcogrammus",98.817,98.817,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"148","ASV_0624","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"149","ASV_0632","Boreogadus saida",100,100,0,"species","Boreogadus saida","Boreogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"150","ASV_0642","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"151","ASV_0647","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"152","ASV_0648","Eleginus gracilis",99.415,99.415,0,"species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"153","ASV_0652","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"154","ASV_0662","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"155","ASV_0667","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"156","ASV_0672","Gadus chalcogrammus",98.817,98.817,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"157","ASV_0675","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"158","ASV_0679","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"159","ASV_0680","Gadus chalcogrammus",100,100,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"160","ASV_0686","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"161","ASV_0696","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"162","ASV_0699","Eleginus gracilis",99.415,99.415,0,"species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"163","ASV_0704","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"164","ASV_0705","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"165","ASV_0711","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
